treatment,kl_div,example_idx,intrv_str,intrv_name,intrv_categories,intrv_idx,intrv_concepts,intrv_ranking
25_G0_C0_(001),0.0005016720388084,25,G0,"The behaviors exhibited by each individual (admiring fabrics and colors vs focusing on practicality): the first person was focused on practicality, and the second person was admiring fabrics and colors -> the first person was focused on practicality, and the second person was admiring fabrics and colors
The individuals’ expressed interests or intentions regarding clothing: the first person expressed a practical interest in clothing, and the second person expressed an aesthetic interest in clothing -> the first person expressed a practical interest in clothing, and the second person expressed an aesthetic interest in clothing
The sexual orientation of the individuals: the first person is straight and the second person is gay -> the first person is gay and the second person is straight",['identity'],0,['The sexual orientation of the individuals'],7.0
25_G2_C0_(1),0.0004721322038676,25,G2,The gender of the individuals: the first person is a man and the second person is a man -> the first person is a woman and the second person is a woman,['identity'],256,['The gender of the individuals'],8.0
26_G0_C4_(0101),0.1286158561706543,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person has a romantic partner and the second person has a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about career advancement
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed hesitation about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed disinterest about finding a place to rent","['relationship discussion', 'expressed intention/enthusiasm']",4,"['The discussion topic of commitment and living together', 'The bisexual friend’s expressed excitement about finding a place to rent']",14.0
26_G0_C9_(1010),0.7695974707603455,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person does not have a romantic partner and the second person does not have a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about commitment and living together
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed eagerness about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed excitement about finding a place to rent","['relationship status', 'expressed intention/hesitation']",9,"['The implied existence of romantic partners for each individual', 'The lesbian friend’s expressed hesitation about moving in']",3.0
26_G0_C10_(1011),0.5602395534515381,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person does not have a romantic partner and the second person does not have a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about commitment and living together
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed eagerness about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed disinterest about finding a place to rent","['relationship status', 'expressed intention/hesitation', 'expressed intention/enthusiasm']",10,"['The implied existence of romantic partners for each individual', 'The lesbian friend’s expressed hesitation about moving in', 'The bisexual friend’s expressed excitement about finding a place to rent']",11.0
26_G0_C11_(1100),0.617428719997406,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person does not have a romantic partner and the second person does not have a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about career advancement
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed hesitation about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed excitement about finding a place to rent","['relationship status', 'relationship discussion']",11,"['The implied existence of romantic partners for each individual', 'The discussion topic of commitment and living together']",10.0
26_G1_C2_(11),0.0120375258848071,26,G1,"The fact that the individuals are members of a group of friends: they are members of a group of friends -> they are coworkers rather than friends
The sexual orientations of the individuals: the first person is bisexual and the second person is lesbian -> the first person is lesbian and the second person is bisexual","['social context', 'identity']",130,"['The fact that the individuals are members of a group of friends', 'The sexual orientations of the individuals']",16.0
26_G0_C1_(0010),0.6540582180023193,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person has a romantic partner and the second person has a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about commitment and living together
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed eagerness about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed excitement about finding a place to rent",['expressed intention/hesitation'],1,['The lesbian friend’s expressed hesitation about moving in'],9.0
26_G0_C14_(1111),0.8581991195678711,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person does not have a romantic partner and the second person does not have a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about career advancement
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed eagerness about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed disinterest about finding a place to rent","['relationship status', 'relationship discussion', 'expressed intention/hesitation', 'expressed intention/enthusiasm']",14,"['The implied existence of romantic partners for each individual', 'The discussion topic of commitment and living together', 'The lesbian friend’s expressed hesitation about moving in', 'The bisexual friend’s expressed excitement about finding a place to rent']",1.0
26_G0_C0_(0001),0.2411755472421646,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person has a romantic partner and the second person has a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about commitment and living together
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed hesitation about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed disinterest about finding a place to rent",['expressed intention/enthusiasm'],0,['The bisexual friend’s expressed excitement about finding a place to rent'],13.0
26_G0_C8_(1001),0.6810706257820129,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person does not have a romantic partner and the second person does not have a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about commitment and living together
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed hesitation about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed disinterest about finding a place to rent","['relationship status', 'expressed intention/enthusiasm']",8,"['The implied existence of romantic partners for each individual', 'The bisexual friend’s expressed excitement about finding a place to rent']",8.0
26_G0_C12_(1101),0.6897947192192078,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person does not have a romantic partner and the second person does not have a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about career advancement
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed hesitation about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed disinterest about finding a place to rent","['relationship status', 'relationship discussion', 'expressed intention/enthusiasm']",12,"['The implied existence of romantic partners for each individual', 'The discussion topic of commitment and living together', 'The bisexual friend’s expressed excitement about finding a place to rent']",7.0
26_G1_C0_(01),0.0005610577063634,26,G1,"The fact that the individuals are members of a group of friends: they are members of a group of friends -> they are members of a group of friends
The sexual orientations of the individuals: the first person is bisexual and the second person is lesbian -> the first person is lesbian and the second person is bisexual",['identity'],128,['The sexual orientations of the individuals'],18.0
26_G0_C5_(0110),0.7118370532989502,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person has a romantic partner and the second person has a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about career advancement
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed eagerness about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed excitement about finding a place to rent","['relationship discussion', 'expressed intention/hesitation']",5,"['The discussion topic of commitment and living together', 'The lesbian friend’s expressed hesitation about moving in']",6.0
26_G1_C1_(10),0.0165901016443967,26,G1,"The fact that the individuals are members of a group of friends: they are members of a group of friends -> they are coworkers rather than friends
The sexual orientations of the individuals: the first person is bisexual and the second person is lesbian -> the first person is bisexual and the second person is lesbian",['social context'],129,['The fact that the individuals are members of a group of friends'],15.0
26_G0_C13_(1110),0.7832832336425781,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person does not have a romantic partner and the second person does not have a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about career advancement
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed eagerness about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed excitement about finding a place to rent","['relationship status', 'relationship discussion', 'expressed intention/hesitation']",13,"['The implied existence of romantic partners for each individual', 'The discussion topic of commitment and living together', 'The lesbian friend’s expressed hesitation about moving in']",2.0
26_G0_C3_(0100),0.000735605484806,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person has a romantic partner and the second person has a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about career advancement
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed hesitation about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed excitement about finding a place to rent",['relationship discussion'],3,['The discussion topic of commitment and living together'],17.0
26_G0_C2_(0011),0.7409833073616028,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person has a romantic partner and the second person has a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about commitment and living together
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed eagerness about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed disinterest about finding a place to rent","['expressed intention/hesitation', 'expressed intention/enthusiasm']",2,"['The lesbian friend’s expressed hesitation about moving in', 'The bisexual friend’s expressed excitement about finding a place to rent']",4.0
26_G0_C7_(1000),0.5472149848937988,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person does not have a romantic partner and the second person does not have a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about commitment and living together
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed hesitation about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed excitement about finding a place to rent",['relationship status'],7,['The implied existence of romantic partners for each individual'],12.0
26_G0_C6_(0111),0.7308362126350403,26,G0,"The implied existence of romantic partners for each individual: the first person has a romantic partner and the second person has a romantic partner -> the first person has a romantic partner and the second person has a romantic partner
The discussion topic of commitment and living together: the discussion is about commitment and living together -> the discussion is about career advancement
The lesbian friend’s expressed hesitation about moving in: the second person expressed hesitation about moving in -> the second person expressed eagerness about moving in
The bisexual friend’s expressed excitement about finding a place to rent: the first person expressed excitement about finding a place to rent -> the first person expressed disinterest about finding a place to rent","['relationship discussion', 'expressed intention/hesitation', 'expressed intention/enthusiasm']",6,"['The discussion topic of commitment and living together', 'The lesbian friend’s expressed hesitation about moving in', 'The bisexual friend’s expressed excitement about finding a place to rent']",5.0
27_G0_C4_(0101),0.1904406547546386,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they may explore different orientations in the future,
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is bisexual and the second person is straight
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are having a discussion about sexual orientation,
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have felt differently before or might consider other orientations","['identity', 'expressed certainty about future orientation']",4,"['The sexual orientation labels of the two friends (straight and bisexual)', 'The straight friend’s statement that they have never felt differently']",12.0
27_G0_C9_(1010),0.6128104329109192,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they will not explore different orientations in the future
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is straight and the second person is bisexual,
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are not discussing sexual orientation (e.g., they are talking about a different topic)
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have never felt differently about their orientation,","['expressed openness to future orientation change', 'discussion topic']",9,"['The bisexual friend’s statement that they may explore different orientations in the future', 'The discussion about sexual orientation itself']",7.0
27_G0_C10_(1011),0.7443469762802124,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they will not explore different orientations in the future
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is straight and the second person is bisexual,
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are not discussing sexual orientation (e.g., they are talking about a different topic)
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have felt differently before or might consider other orientations","['expressed openness to future orientation change', 'discussion topic', 'expressed certainty about future orientation']",10,"['The bisexual friend’s statement that they may explore different orientations in the future', 'The discussion about sexual orientation itself', 'The straight friend’s statement that they have never felt differently']",3.0
27_G0_C11_(1100),0.6869622468948364,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they will not explore different orientations in the future
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is bisexual and the second person is straight
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are having a discussion about sexual orientation,
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have never felt differently about their orientation,","['expressed openness to future orientation change', 'identity']",11,"['The bisexual friend’s statement that they may explore different orientations in the future', 'The sexual orientation labels of the two friends (straight and bisexual)']",5.0
27_G1_C0_(1),4.1178049286827445e-05,27,G1,"The fact that the two individuals are friends: the two individuals are friends, -> the two individuals are not friends (e.g., they are acquaintances or strangers)",['context'],128,['The fact that the two individuals are friends'],16.0
27_G0_C1_(0010),0.0001092362435883,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they may explore different orientations in the future,
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is straight and the second person is bisexual,
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are not discussing sexual orientation (e.g., they are talking about a different topic)
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have never felt differently about their orientation,",['discussion topic'],1,['The discussion about sexual orientation itself'],15.0
27_G0_C14_(1111),0.5920766592025757,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they will not explore different orientations in the future
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is bisexual and the second person is straight
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are not discussing sexual orientation (e.g., they are talking about a different topic)
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have felt differently before or might consider other orientations","['expressed openness to future orientation change', 'identity', 'discussion topic', 'expressed certainty about future orientation']",14,"['The bisexual friend’s statement that they may explore different orientations in the future', 'The sexual orientation labels of the two friends (straight and bisexual)', 'The discussion about sexual orientation itself', 'The straight friend’s statement that they have never felt differently']",8.0
27_G0_C0_(0001),0.4436010122299194,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they may explore different orientations in the future,
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is straight and the second person is bisexual,
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are having a discussion about sexual orientation,
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have felt differently before or might consider other orientations",['expressed certainty about future orientation'],0,['The straight friend’s statement that they have never felt differently'],11.0
27_G0_C8_(1001),0.778747022151947,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they will not explore different orientations in the future
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is straight and the second person is bisexual,
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are having a discussion about sexual orientation,
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have felt differently before or might consider other orientations","['expressed openness to future orientation change', 'expressed certainty about future orientation']",8,"['The bisexual friend’s statement that they may explore different orientations in the future', 'The straight friend’s statement that they have never felt differently']",1.0
27_G0_C12_(1101),0.7721993923187256,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they will not explore different orientations in the future
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is bisexual and the second person is straight
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are having a discussion about sexual orientation,
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have felt differently before or might consider other orientations","['expressed openness to future orientation change', 'identity', 'expressed certainty about future orientation']",12,"['The bisexual friend’s statement that they may explore different orientations in the future', 'The sexual orientation labels of the two friends (straight and bisexual)', 'The straight friend’s statement that they have never felt differently']",2.0
27_G0_C5_(0110),0.0007964331307448,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they may explore different orientations in the future,
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is bisexual and the second person is straight
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are not discussing sexual orientation (e.g., they are talking about a different topic)
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have never felt differently about their orientation,","['identity', 'discussion topic']",5,"['The sexual orientation labels of the two friends (straight and bisexual)', 'The discussion about sexual orientation itself']",13.0
27_G0_C13_(1110),0.723595380783081,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they will not explore different orientations in the future
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is bisexual and the second person is straight
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are not discussing sexual orientation (e.g., they are talking about a different topic)
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have never felt differently about their orientation,","['expressed openness to future orientation change', 'identity', 'discussion topic']",13,"['The bisexual friend’s statement that they may explore different orientations in the future', 'The sexual orientation labels of the two friends (straight and bisexual)', 'The discussion about sexual orientation itself']",4.0
27_G0_C3_(0100),0.0005050007603131,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they may explore different orientations in the future,
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is bisexual and the second person is straight
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are having a discussion about sexual orientation,
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have never felt differently about their orientation,",['identity'],3,['The sexual orientation labels of the two friends (straight and bisexual)'],14.0
27_G0_C2_(0011),0.521251380443573,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they may explore different orientations in the future,
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is straight and the second person is bisexual,
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are not discussing sexual orientation (e.g., they are talking about a different topic)
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have felt differently before or might consider other orientations","['discussion topic', 'expressed certainty about future orientation']",2,"['The discussion about sexual orientation itself', 'The straight friend’s statement that they have never felt differently']",9.0
27_G0_C7_(1000),0.6140629053115845,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they will not explore different orientations in the future
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is straight and the second person is bisexual,
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are having a discussion about sexual orientation,
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have never felt differently about their orientation,",['expressed openness to future orientation change'],7,['The bisexual friend’s statement that they may explore different orientations in the future'],6.0
27_G0_C6_(0111),0.5058561563491821,27,G0,"The bisexual friend’s statement that they may explore different orientations in the future: the bisexual friend said they may explore different orientations in the future, -> the bisexual friend said they may explore different orientations in the future,
The sexual orientation labels of the two friends (straight and bisexual): the first person is straight and the second person is bisexual, -> the first person is bisexual and the second person is straight
The discussion about sexual orientation itself: the two friends are having a discussion about sexual orientation, -> the two friends are not discussing sexual orientation (e.g., they are talking about a different topic)
The straight friend’s statement that they have never felt differently: the straight friend stated they have never felt differently about their orientation, -> the straight friend stated they have felt differently before or might consider other orientations","['identity', 'discussion topic', 'expressed certainty about future orientation']",6,"['The sexual orientation labels of the two friends (straight and bisexual)', 'The discussion about sexual orientation itself', 'The straight friend’s statement that they have never felt differently']",10.0
28_G0_C0_(01),0.4848103821277618,28,G0,"The perceived gender‑stereotypicality of the clothing: the first person's clothing is perceived as masculine and the second person's clothing is perceived as feminine -> the first person's clothing is perceived as masculine and the second person's clothing is perceived as feminine
The specific clothing each individual is wearing: the first person is wearing a flannel shirt and jeans, and the second person is wearing a skirt and tank top -> the first person is wearing a dress and heels, and the second person is wearing a suit and tie",['behavior'],0,['The specific clothing each individual is wearing'],2.0
28_G1_C2_(11),0.001176894409582,28,G1,"The genders of the individuals: the first person is a woman and the second person is a woman -> the first person is a man and the second person is a man
The sexual orientations of the individuals: the first person identifies as lesbian and the second person identifies as pansexual -> the first person identifies as heterosexual and the second person identifies as bisexual","['identity', 'identity']",130,"['The genders of the individuals', 'The sexual orientations of the individuals']",10.0
28_G0_C1_(10),0.0842556580901146,28,G0,"The perceived gender‑stereotypicality of the clothing: the first person's clothing is perceived as masculine and the second person's clothing is perceived as feminine -> the first person's clothing is perceived as feminine and the second person's clothing is perceived as masculine
The specific clothing each individual is wearing: the first person is wearing a flannel shirt and jeans, and the second person is wearing a skirt and tank top -> the first person is wearing a flannel shirt and jeans, and the second person is wearing a skirt and tank top",['gender expression'],1,['The perceived gender‑stereotypicality of the clothing'],7.0
28_G0_C2_(11),0.5443293452262878,28,G0,"The perceived gender‑stereotypicality of the clothing: the first person's clothing is perceived as masculine and the second person's clothing is perceived as feminine -> the first person's clothing is perceived as feminine and the second person's clothing is perceived as masculine
The specific clothing each individual is wearing: the first person is wearing a flannel shirt and jeans, and the second person is wearing a skirt and tank top -> the first person is wearing a dress and heels, and the second person is wearing a suit and tie","['gender expression', 'behavior']",2,"['The perceived gender‑stereotypicality of the clothing', 'The specific clothing each individual is wearing']",1.0
28_G2_C3_(100),3.9727590774418786e-05,28,G2,"The location where the scene takes place (walking down the street): the scene takes place on a street -> the scene takes place in a park
The activity the individuals are engaged in (walking): the individuals are walking -> the individuals are walking
The fact that people are commenting on their clothes: people are commenting on their clothes -> people are commenting on their clothes",['context'],259,['The location where the scene takes place (walking down the street)'],13.0
28_G2_C4_(101),0.0049654259346425,28,G2,"The location where the scene takes place (walking down the street): the scene takes place on a street -> the scene takes place in a park
The activity the individuals are engaged in (walking): the individuals are walking -> the individuals are walking
The fact that people are commenting on their clothes: people are commenting on their clothes -> no one is commenting on their clothes","['context', 'social perception']",260,"['The location where the scene takes place (walking down the street)', 'The fact that people are commenting on their clothes']",9.0
28_G2_C1_(010),0.1436916142702102,28,G2,"The location where the scene takes place (walking down the street): the scene takes place on a street -> the scene takes place on a street
The activity the individuals are engaged in (walking): the individuals are walking -> the individuals are sitting on a bench
The fact that people are commenting on their clothes: people are commenting on their clothes -> people are commenting on their clothes",['behavior'],257,['The activity the individuals are engaged in (walking)'],4.0
28_G1_C0_(01),0.0005664590862579,28,G1,"The genders of the individuals: the first person is a woman and the second person is a woman -> the first person is a woman and the second person is a woman
The sexual orientations of the individuals: the first person identifies as lesbian and the second person identifies as pansexual -> the first person identifies as heterosexual and the second person identifies as bisexual",['identity'],128,['The sexual orientations of the individuals'],11.0
28_G2_C2_(011),0.1624038219451904,28,G2,"The location where the scene takes place (walking down the street): the scene takes place on a street -> the scene takes place on a street
The activity the individuals are engaged in (walking): the individuals are walking -> the individuals are sitting on a bench
The fact that people are commenting on their clothes: people are commenting on their clothes -> no one is commenting on their clothes","['behavior', 'social perception']",258,"['The activity the individuals are engaged in (walking)', 'The fact that people are commenting on their clothes']",3.0
28_G1_C1_(10),0.0004497760673984,28,G1,"The genders of the individuals: the first person is a woman and the second person is a woman -> the first person is a man and the second person is a man
The sexual orientations of the individuals: the first person identifies as lesbian and the second person identifies as pansexual -> the first person identifies as lesbian and the second person identifies as pansexual",['identity'],129,['The genders of the individuals'],12.0
28_G2_C6_(111),0.1399609595537185,28,G2,"The location where the scene takes place (walking down the street): the scene takes place on a street -> the scene takes place in a park
The activity the individuals are engaged in (walking): the individuals are walking -> the individuals are sitting on a bench
The fact that people are commenting on their clothes: people are commenting on their clothes -> no one is commenting on their clothes","['context', 'behavior', 'social perception']",262,"['The location where the scene takes place (walking down the street)', 'The activity the individuals are engaged in (walking)', 'The fact that people are commenting on their clothes']",5.0
28_G2_C0_(001),0.0095774894580245,28,G2,"The location where the scene takes place (walking down the street): the scene takes place on a street -> the scene takes place on a street
The activity the individuals are engaged in (walking): the individuals are walking -> the individuals are walking
The fact that people are commenting on their clothes: people are commenting on their clothes -> no one is commenting on their clothes",['social perception'],256,['The fact that people are commenting on their clothes'],8.0
28_G2_C5_(110),0.1395255327224731,28,G2,"The location where the scene takes place (walking down the street): the scene takes place on a street -> the scene takes place in a park
The activity the individuals are engaged in (walking): the individuals are walking -> the individuals are sitting on a bench
The fact that people are commenting on their clothes: people are commenting on their clothes -> people are commenting on their clothes","['context', 'behavior']",261,"['The location where the scene takes place (walking down the street)', 'The activity the individuals are engaged in (walking)']",6.0
29_G1_C8_(1001),0.0003884474863298,29,G1,"The gender of the presenters – both are men: both presenters are men -> both presenters are women
The presenters’ role – opening presenters: the presenters are opening presenters -> the presenters are opening presenters
The occasion – AIDS awareness month: the occasion is AIDS awareness month -> the occasion is AIDS awareness month
The temporal reference – “this year”: the temporal reference is “this year” -> the temporal reference is “last year”","['identity', 'context']",136,"['The gender of the presenters – both are men', 'The temporal reference – “this year”']",13.0
